plot_id,paddy_area_m2,weed_density,avg_height_cm,rainfall_mm,avg_temp_c,actual_yield_MT
1,8361.442273348934,0.11479652509351689,92.85117051207718,719.0811976835591,31.431975269701557,4.38773323
2,9686.642904742806,0.23966533158242537,92.40936397,768.6725588765489,32.83259397579992,4.672064231940298
3,9183.586066166232,0.3555310425567429,112.1876374156311,550.1871595169996,32.560965578740955,5.1720926640317115
4,8876.914513653184,0.3062787102433464,92.48638599548518,699.9496398427996,28.923399428162643,4.292713297494019
5,7858.842873017604,0.33229640175150743,93.15849178385893,678.6983932574994,28.895496818448844,3.762732757954946
6,7858.787396773266,0.2805741783487511,107.78194787253891,783.1321507153084,29.60904620646948,4.461949877629574
7,7633.592307986859,0.2922967975812484,98.49219527,812.4348241925043,30.166448358046225,3.903735463385676
8,9492.205135282351,0.34721847804786177,108.30131670865543,454.8627085909547,30.450733488450894,5.140401573466943
9,8882.564527009381,0.13738380310071507,86.96098472693156,719.6079676235171,32.078183301000074,4.373859330655345
10,9128.566928930904,0.2212987372750992,99.62713581020154,470.7343196478916,28.340082592995014,4.871599624839548
11,7547.3443368803455,0.1274233046368608,86.00840800549848,669.5434660309423,28.20803623,3.780684936209588
12,9730.792659972587,0.3956838027988265,86.87959610366063,565.0530916174713,30.351463377663453,4.197781604766809
13,9414.618074,0.3804207688903147,112.19312360033233,572.7106398088565,32.18298215282788,5.2235820038503595
14,7988.379954560035,0.063799384,89.17736113352785,591.1834013809427,29.160612057738895,4.121012752714471
15,7918.197424576331,0.29695131,100.97262046825651,698.5169796,31.849026887537512,4.151448751514919
16,7921.830372662897,0.37383691109548306,97.33286807802119,583.6199862675077,29.558968827641795,3.8360804492394585
17,8199.757158806937,0.11320137079456674,95.42029978776529,743.0796202361121,33.31651665,4.511238657
18,8706.939792754147,0.24878083069342033,111.99500037061817,611.8109542295479,33.37413967,5.205117799188137
19,8493.473542876865,0.3704209041558147,85.65470190326468,477.34128012398344,29.783723225687957,3.6008488734473643
20,8169.827022455496,0.061881093,104.91369058526767,763.5039369936429,29.379962523779444,5.094074430891816
21,8907.261657861472,0.294097094,113.9018330264065,564.3033298370824,30.467823832397386,5.284167516471941
22,7820.835879499697,0.15407215258039278,101.80504550385525,623.1067518397051,29.44318951108089,4.484430000179329
23,8171.932691631002,0.3735386683817857,113.10467386099276,724.1775532887607,32.03430305975022,4.583100886668222
24,8342.63224,0.38987038580787875,86.56773637858072,582.9824628594848,32.95638810728971,3.5911457165697303
25,8548.960963699183,0.3804932711897019,97.56379957222484,472.63426245868624,32.03855279,4.163104432545185
26,9305.904711203932,0.21597497583011233,92.80473372886154,599.5684188051255,32.94610268349609,4.583697752342593
